,User,Date,Score,Review
11,fly78,"Nov 13, 2020",2,"That's a no thank you from me, Not enough bosses (there's hardly any), not enough meaningful content and oh yea they completely ruined peter parker's look, so there's that too."
12,Locop,"Nov 13, 2020",1,the face of the new peter parker is horrible it does not make you want to play a game that the developers do not care about the fans very apart that it is very short and boring ...
13,Emo_lord,"Nov 14, 2020",0,Только из за нового лица Питера. Верните Бубняка!
14,Anasi,"Nov 14, 2020",2,"I thought this was a game about spiderman and his super villains. But in fact, the game is about how black people can also be evil, kind, strong, smart .. I am not against Moralez, but enough to join politics"
15,Spideverselop,"Nov 13, 2020",0,the change of face spoils the experience you do not know who that boy is and there is not the same empathy with the character ...
16,Fantastic75,"Nov 13, 2020",2,"Can someone PLEASE explain why this game is so short? Hardly any bosses. I was waiting for at least 10 new villains, but it's clear that they keep them all for Spider-man 2. So they basically had you fight Rhino about million times in this one. Wait for sale if anything."
17,Namikaze_D,"Nov 14, 2020",0,"С каждой новой частью всегда хочется чего-то нового или как минимум улучшение того, что было, но к сожалению разработчики просто лениво пошли по тому же пути, что и шли, просто скопировав все тоже что и было раньше. По сути те же яйца только в профиль. К сожалению, когда в первой части большинство механик и идей смотрелись хорошо, здесь это смотрится бредово и вторично. Сюжет. Не сказать, чтобы в первой части сюжет был сильной частью игры, но здесь это полная посредственность. Я понимаю в супергероике сюжет никогда не был важной частью и поэтому над ним как я понял особо никогда не работали, но все же настолько слабой истории я не ждал. В первой части первый враг (Негатив) по сути был единственным врагом первые пол игры и он тоже был не особо интересен, но в этой части антагонист просто пробивает дно своей полной унылостью и неинтересностью. Про характеры персонажей даже говорить смешно. О геймплее особо сказать нечего. Он пусти абсолютно тот же что и в первой части за исключением пары нововведений, которые на мой взгляд смотрятся довольно бредово. Сайдквесты все та же рутина как и в прошлой части. Они из разряда подай-принеси. Я ждал, что над ними поработают после первой части. При всем при этом игра очень короткая. Это скорее большое длс чем полноценная игра. Ведьмак 3 не даст соврать) Злодеев по сути нет, а сражаться с ними всегда было весело. Антогонист апогей уныния. Очень мало шуток, а те что есть совершенно не смешные. Паркер постоянно шутил и большинство шуток были на все деньги. Отдельно хотелось бы поговорить о главном герое. В первой части Майлз был невероятно унылым персонажем, который не давал истории абсолютно ничего и убери его из сюжета по сути ничего не изменится. До конца игры было не понятно зачем он там) В конце игры все встало на свои места. Стало понятно, что, зачем и почему. К сожалению во второй части чуда не случилось. Персонаж как был унылым и неинтересным, таким он им и остался. Паркера в игре почти нет, но все же об его метаморфозах упомянуть стоит. Возможно, я привык к прошлому актеру, но на мой взгляд новый совершенно не смотрится. Не стоило им ничего менять и вводить нового героя. Понимаю сейчас такое время, что приходится пропихивать подобное, но все же. Паркера всегда любили и зачем его менять я не понимаю. Так же не обошлось без подлизывание всем кому можно подлизать. Много политики и тому подобного. Очень жаль. На это не очень приятно смотреть. Игры перестают быть играми( В общем игра полное разочарование."
18,Gamecritic356,"Nov 14, 2020",0,"Too short. Barely any boss battles. Too many “shock this thing, shock that thing” gameplay uninspired minus some new animations. Just disappointment all around"
19,enter77,"Nov 13, 2020",3,"They could have done so much with this game and they did absolutely nothing. No memorable boss battle, hardly any bosses to care about. It's a no from me."
20,AceAscendus,"Nov 13, 2020",0,"New Peter looks like garbage, bring back old Peter, why did you change his face??? The raytracing and lighting changes look worse than PS4 version. Also, Miles sucks, he is boring. What an epic failure of a game."
21,GalletaSuprema,"Nov 13, 2020",0,"the worst game ever, bad graphics, looks like a dlc, 6 hours of game, really disaponting and disgusting, terrible, ugly, awful"
22,El5anto,"Nov 15, 2020",0,"This is not by far a full game, it's less entertaining and probably shorter than the ps4 game DLCs, the story is ridiculously predictable is definitely intended for way too young audiences.. As a Latino I despise using the terms SJW or PC but the forced ""integration"" is so in your face it hurts your brain. I was hoping for the worst and sadly I got exactly what I expected... Too bad for the disservice it does to the ps4 (including the unnecessary Peter face change). Avoid if possible and just buy after it's 80% discounted, if at all..."
23,Bladefury,"Nov 14, 2020",0,"Bad reviews are getting deleted, just another propaganda site, game is trash and has BLM in it, imagine having a Maga hat in the game, crazy right? main stream gaming sites are just as bad as the main stream media cant trust anything"
24,Lelik_mc_kawai,"Nov 14, 2020",4,"низкий бал за то что, разработчики плевали на глухих! добавляют глухих персонажей, но на глухих игроков им пофигу!"
25,Trickveira,"Nov 14, 2020",0,"Uma DLC cheia de BUGS!!! Você inicia e em seguida o jogo trava, vários momentos de cutscene o jogo trava o console, não tem ray-tracing em 60 FPS."
26,Hossein717,"Nov 13, 2020",10,"Absolutely amazing, it’s like playing a freakin movie! I think it’s actually better than the 2018 Spider-Man, and that one was amazing!"
27,HaloFever,"Jan 17, 2021",10,"Spider-Man: Miles Morales does whatever a Spider can. Literally. You swing around punching people and using gadgets just like in the first game. I might criticize this game for being too similar. Certainly in a head to head competition, the first game is going to win. It’s simply bigger and also the first time you see this version of New York. Yet Miles Morales is a fantastic game in its own right and for that it deserves credit. Even if this were an expansion, it would be a fantastic expansion and I would score it the same. Let’s address the rhinoceros in the room. This game is short but not too short. My playthrough took 17 hours. I liked that the game was short. The game does not hit you with upgrade paths that require a lot of grinding or an insane amount of collectibles needed for a new costumes or a Platinum trophy. Every minute of my 17 hours was spectacular. The magic of the game is the gameplay. All of the cutscenes, performances, and story elements are nice. I’ve played games with great cutscenes and terrible gameplay and one of them is The Order: 1886. I’ve also played games with great gameplay and terrible cutscenes and one of those is Just Cause 2. Either one will only take a game so far. Combine both and you have a legend. If you have played the first Spider-Man game, you know what to expect with Miles Morales. A short thought on Miles Morales, his powers fit right into a video game because they are OP as hell. Think about it. He has all of the original Spider-Man’s powers and Spider-Man already has a complete power set. On top of all that, Miles Morales can become invisible and shoot out electricity. This means that in a tough fight, Miles can go invisible like a get of danger free card. Or he can use his electricity powers like a win button. Writing for Miles Morales must be a chore, because like with Super-Man in the DC Universe, Miles is assured of winning so long as he uses all of his powers. In a video game, though, going invisible and hitting bad guys with electricity is plainly and simply fun to do. Miles fits right in. The last time I played a stand-alone expansion like this was Infamous: First Light. I believe that expansion was made by the same studio. The difference between First Light and Miles Morales is that I downloaded First Light for free with PS+ and I paid $50 for Miles Morales. I will stay out of the debate of weather Miles Morales is a good deal. I usually wait a year or more to buy games and in fact I bought the complete Spider-Man game a year late for a mere $25. Sony is certainly making a case for the value of Miles Morales by including a PS5 version of first Spider-Man game as a $20 add-on. Best not to get into the value debate. A good game is good regardless of playtime and price. Last thought on this game: I want more of it. Keeping my fingers crossed for a Spider-Man 2 with two spider-men."
28,cadeee,"Apr  8, 2021",0,It’s not a game. It’s a political advertising.我是來玩遊戲的，誰管你的政治主張是什麼？遊戲沒有資格強行灌輸你的政治觀念給玩家。非常糟糕的遊戲
29,eboke,"Feb  2, 2021",10,"Absolutely amazing, it’s like playing a freakin movie! I think it’s actually better than the 2018 Spider-Man, and that one was amazing! Don't listen the haters."
30,SplitMind,"Jun 23, 2021",8,"Miles Morales has some big shoes to fill in the follow up to 2018’s satisfying delivery of Spider-Man at last on modern consoles. The good news is that we really do get Spider-Man: Miles Morales, possibly the best of both worlds. The graphics are eye-catching. Webswinging through the city and scaling buildings allows for some excellent panoramic views. The game also suffers from what is looking like a next-gen issue, in that we must make a choice between resolution and framerate. For me, framerate wins all the time. I spent a good 90% of my time in performance modes and the difference was amazing for me. The smoothness and fluidity of movement on-screen makes the game all the more enjoyable. The only thing I would like to have seen is more variety in the suits. The game is quite ‘forward-looking’, as I’m guessing these suits are mostly from the comics as I didn’t recognize most of them. Then we have the gameplay, where MM has a particular focus and a solid foundation from the first Spider-Man game. What I really liked here is that they were able to build upon this to avoid repetition and rehashing the same 2018 mechanics. At first the Venom mechanics seemed annoying to me, but with practice they prove their usefulness and establish MM with his own identity. It’s quite enjoyable having the powers to smash through heavy shields, for example. Let’s not forget the key component of any Spider-Man game – webswinging.I don’t think we’ve ever seen better mechanics for this until 2018, but now MM is able to build on this also to make it very responsive and definitely the best webswinging I think you’ll ever experience. The biggest downside of the gameplay is that the repetition is still there. They tried to amp-up the mission varieties and include a nifty app for accessing them, but you still get a lot of the dreaded Ubisoft mentality where the map can be littered with things to collect and mini-missions that can get tedious. Fortunately, these are largely optional and doing them sparingly does provide a break from the main story. I think most people will be glad to know Mary Jane’s stealth missions are absent here, and the camouflage mechanic made stealth a whole lot more appealing, whereas the last game made just want to crash in and maul everyone to be faster. Lastly, the story. MM attempts to convey a very modern story; the characters are diverse and not necessarily white American-born. More importantly, the story conveys well the sense of community that the first game touched upon with the homeless shelter. MM tends to be a very likeable if unremarkable character. I was quite surprised that only Rhino makes an appearance from the OG bad guys, but this also makes sense to avoid repetition. Really, the game and plot have their own identity to the point that everyone’s presence made sense, so I don’t think any mainstream villains would have added much to the story. Overall, Spider-Man: Miles Morales worried me that it would be more like a DLC than a standalone game, but it’s not and I really enjoyed the game. There is some repetition and occasional monotony when the pacing slows, but this seemed to add to the whole experience. It’s not the longest game, but that’s not a bad thing to me. While it borders on cliché, Miles Morales is a welcome addition to the Spider-Man videogame catalogue and I am very intrigued to see where they go from here."
31,Symbioted,"Nov 18, 2020",9,"Spider-Man: Miles Morales is a heavy improvement upon its predecessor (Spider-Man PS4). Combat, web-slinging, and air tricks make a return, but they have been fixed and improved upon to fit a smoother experience. As a huge Spider-Man fan myself, the story is a satisfying experience and will leave a good taste in your mouth. My only issue is the price, considering the game has very little to offer, $50 is too much. I beat the game in three days and earned the platinum trophy, but I see myself replaying this more in the future."
32,jmason86,"Mar 15, 2021",10,"Whoa. Every bit as good as the original and maybe even a little bit better. Absolutely loved it. Perfect marks on every count. They took an amazing engine with some of the most amazing graphics I've ever seen (and an exceptional photo mode) and built yet another great story inside of it. The music when swinging was actually better than the original, imo. Spiderman has long been my favorite superhero and this game was an absolute joy to experience."
33,Instable,"Jan  3, 2021",8,"First of all it s really gready from Sony to charge us with a full price for a dlc. Seriously, it would be a perfect DLC, but not a stand along game."
34,Bigmakin,"Dec 22, 2020",0,I don't like the BLM conception in real life and I don't like when developers are inspiring this in the game which I bought on my money. Put your propaganda outside of the game next time
35,luigg,"Nov 28, 2020",3,"De verdad como puede tener 85 el juego después de ver que esta plagado de buga, al principio que lo jugué fue gracioso pero después de que vi que el muñeco atravesó el suelo y tuve que reiniciar mi ps5 la verdad se vuelve molesto y una prueba más de que la prensa esta comprada"
36,Ert0426,"Jul 21, 2021",9,"A definite improvement over the original. The combat is greatly improved, and the new Venom powers are incredibly fun and satisfying to use. The story has the same charm and wit as the previous one. However, I do have one major issue with this game: it's length. It is around only half of the original game's in length. However, that issue is definitely not a deal breaker, as this game is still amazing. Or should i say ""spectacular""? (yeah that one probably went a bit too far)"
37,fmathez,"Dec 31, 2020",8,"Réalisation impeccable, belle prouesse technique et jouabilite au top comme dans le premier épisode. Je note juste un bémol pour le scénario parfois un peu nian nian type telenovela"
38,Hmody10087,"Dec  8, 2020",9,One of the best game to open next gen the ending was crazy i'm happy that we can see miles and Peter swinging together at the end
39,oscarsvAJ,"Dec 15, 2020",9,"Muy buen juego, si te gustó el primero te gustará este. Aunque es más corto y limitado que el primero."
40,Lukitass,"Jan 28, 2021",9,"The best narrative for such a short game and that in turn, is an expansion. Outstanding graphics and best console's RT, with a wide head start."
41,princey2001,"Jan 27, 2021",9,Once again Insomniac takes it to a new level in gaming. Shorter then spider man but a great story for a new hero.  SCORE 88/100
42,l-vShadow,"Jan 27, 2021",10,"The games is short but HOLY did Insomniac delivered. Beautiful graphics, smooth gameplay and a good story!"
43,jj98891,"Jan 29, 2021",10,Awesome game. Love the addition of Venom Attacks and the Camouflage. Love the characters. Love the visuals. Just awesome!
44,tomi_ly,"Nov 20, 2020",5,"This game was so hyped, I was hyped. But the game isn't that good either. It's very very short. I finished it under 5 hours. The story isn't as good as the first one as well, and it's really boring, And not worth the 50 dollars. If you played the first Spider-Man PS4, it's basically the same thing but less abillities as Miles. I will say the music is great. But the game isn't. DON'T BUY THIS GAME. BUY SOMETHING ELSE."
45,Swansea-Jack,"Dec  4, 2020",9,"Even with this game being small, it incapacitated everything insomnia stands for. They make an amazing single player, story driven game that is with the times, I absolutely loved the nod to Black Lives Matter in a mural which was painted by a deaf girl that her and miles use accusatory sign Lagina he to communicate.All this makes up for the very short story but has left me craving more and cannot wait!"
46,CynicalBlade,"Dec 13, 2020",0,Although it has a very short story (7 hours of gameplay) I think its a pretty good game since there are many side missions overall I really enjoyed this game but I would like there to be a DLC since I found the story to be short Combat is a key item in Spider-Man: Miles Moralesthere are many combat mechanics to learn and it really is just amazing Overall 10/10
47,T88DPG,"Dec 14, 2020",9,"Only thing I do have about this game is that it is a lot shorter than the remastered game. Having said that, I absolutely loved it. It’s so smooth and a lot more enjoyable with the extra powers that miles has! Defiantly recommend!"
48,OooooooookH,"Dec 19, 2020",9,"Loved the game. The story, graphics, and overall world of this game is great. While sure it's short and at times predictable, I enjoyed it. Quite a bit."
49,XSgtDX,"Jan 19, 2021",10,"Greatest launch game on the platform.  This is a console exclusive, so numbers may be effected by the number of consoles sold.  A large glut of consoles are still not in users hands but are being hordes by scalpers."
50,Arshia_salmania,"Jan 29, 2021",10,Perfect game 
51,adamgamage,"May  1, 2021",10,Honestly so good. I can't wait for the full sequel from Insomniac. Absolutely brilliant.
52,RaptorNemesis,"Feb  5, 2021",10,"Le seul jeu next gen en open world 4k 60fps et RT. Un super complément du Spider-man 1, On est dans la next gen."
53,TheOldHunter,"Feb  9, 2021",10,Graphic is mindblowing with ray tracing and 4k.. gameplay is great.. story is great. Miles Morales is great character.. :)
54,Lubos10,"Aug 19, 2021",3,"Main story is just 50% of the gameplay, then you spend so much time with the stupid staff to extend main story for at least 12hours for over 60$. Also doesn’t support any feautures of dualsence."
55,VedatoreC,"Apr 17, 2021",10,"Wonderful narative and fluid gameplay, in addition to new features like ray tracing and near-instant loading times make this game a masterpiece."
56,datoneguy246,"May 13, 2021",6,"The Spider-Man formula established in the previous game is still present here, and it's great! This game makes some alterations to that formula that I wasn't entirely on-board with. For starters, it removes a lot of Spider-Man's gadgets in favor of Miles' venom power, which gives the player less flexibility in combat.  However none of these changes are substantial enough to make the game bad. What I find baffling about this game is that it isn't really a sequel to the original game. If anything, this is DLC disguised as a new game. The main campaign is so incredibly short and you can finish it in about 5 hours. The game lacks substance, and it's pretty disappointing. Not worth it's price."
57,Kemo_2003,"Sep  8, 2021",9,"Spider-man 2018 is one of my favourite games of all time and when they announced about a spin-off version as Miles Morales , my excitement was through the roof and now after finishing the game a couple of days ago, let me tell you that it was worth the hype! The story, combat, and characters by themselves makes it worth the money although its content are reduced compared to spider-man 2018, I still found my self a lot of things to do like the side quests are really important and actually relevant to the story as well as the mini challenges and collections they offer in the game which are all related as well. Its performance are amazing with smooth and stable framerate and beautiful graphics which Is made better with the ps5. Overall this is an exciting and fresh story as Miles Morales which you should absolutely play it and you will love it even more if you played spider-man 2018. For me, I would have given it a 10 but the shorter story and overall content makes spider-man 2018 10/10 since Miles Morales is more of a huge dlc if you well compared to it, so if you feel hesitant feel free to wait for a sale but I assure you its worth the full price as its completely different side in the Insomniac spider-man universe!! I hope you enjoyed this review"
58,VGConsoleAPE,"Sep 27, 2021",10,"Another incredible launch title for Jim Ryan and company. Miles Morales is a fantastic follow up to Insomniac's terrific Spider-Man game on PS4. This concise storyline is sure to make even the most cold hearted gamer feel some serious emotion! Not only that, Mile's excellent venom powers only further build on the excellent and fun gameplay. Another win for Jim!"
59,sethguyhill,"Nov 23, 2020",0,"Short. Hey woke SIE... you forgot to include an Asian child transvestite spider-man. So, unfortunately  I have to give you a poor score. Reference TLOU2 for an exemplary implementation of wokeness. To clarify, you don't need to have all races and sexual preferences in your games to get a good score, but you do need enough to show that you are truly and completely woke. Also, you can gain points by adding simple things like: the women need to be more manly than the men, or sending pregnant women to war, or a homo sex scene is a total win, and absolutely expect to earn HUGE points if your main character calls a middle age white man a bigot."
60,koliwanoff,"Nov 17, 2020",0,Underground caches are not fully collected. I can't pass 100%____________________________________________________________________________________________________________________________________________________________
61,mertsmellow,"Nov 17, 2020",0,too short for being this expensive plus bring back John bubniak as Peter Parker pls
62,commander_L,"Nov 15, 2020",1,"During 4 hours of gameplay hand multiple bugs. Game crashed 3 times with fatal errors. And after 4 hours and 50%(sic!) completion it's locked in unplayable state. Savefile has also became corrupted. Moderator at insomniac discord server said to ""be grateful that they have even released another game"". Said they a looking into it but there has been no mentions on any social media about a patch or fix or even the acknowledgment of fact that the problems exist. About the game, (or at least of what was available before the game locked) there not much good to say. Environment design is good but that's about it. Story is subpar. No new interesting bosses. Characters are boring and some minor ones are completely unnecessary. Gameplay is the same as in the original. Since content is mostly a rehash of the original game, at 50$ it's basically a buggy overpriced DLC. A real shame, since original was so good."
63,fryetuck,"Nov 17, 2020",0,Garbage. Leftist political propaganda. Far too short and far too hamfisted with preachy content.
64,amalapadmanabha,"Nov 16, 2020",2,"this is an unfinished broken mess of a game,my pro crashed 5 times within a span of 15 min,wait for a sale.its unplayable right now.What's disappointing was the game was awesome if not for crashing every minute"
65,Queruba,"Jun  8, 2021",10,"Apesar do jogo ser curto, concluído em torno de 15h, é um excelente jogo exclusivo. Recomendo!"
66,HiimKai,"Nov 30, 2020",8,"Spiderman MM is definitely a great superhero game and it does a lot to improve on its predecessor in terms of combat and traversal. It never really gets old to web-sling through an accurate depiction of New-York City. The story and gameplay was enjoyable enough for me to at least want a gameplay session in everyday. The story had likeable characters (shoutout OG Spiderman specifically) and not one really stood out to me as a bad character. Graphics are amazing and as expected from a launch title for the PS5. However, the game did miss two marks for me. One big gripe I had with the game was the overall playtime. If we disregard side missions and the open-world activities, we are looking at 6-7 hours of main mission playtime, which bothered me for a triple A open-world $100 (AUS) game. It also does not help that the first game doubles this playtime. Another issue I could not look over was the lack of memorable boss fights, its hard not to compare it to the first game but, the first game did have many good boss fights against OG Spiderman’s iconic villains. This game did not even reach to half of that. Although, the final boss was a banger. Overall, it is pretty difficult to justify paying full price for this game, but I can say that it is game that should not be looked over, especially if you were a fan of the first game. If you want to wait for a sale, thats cool, if you want to buy asap with your brand new PS5,  Id say thats cool too. (Peter Parker’s new face aint that bad lol.)"
67,ShaddowMaann,"Dec  1, 2020",6,Honestly this game isn't that good everyone is just saying its good because of BLM and the activism in it. Its a wanna be of the original the game took like 8 hours to beat and 10 to 100% the game. They didn't even really go indepth on miles powers he has a different skill set than peter and they should have really gone more indepth with it. The villain and love interest are both predictable and they tried so hard to make the villain good when they weren't. They had good stories they could have picked from but really just made a bland one. Game isnt terrible but not as amazing as everyone says
68,Malleus_9,"Dec  1, 2020",0,"Im giving this game a zero because of the SJW tones and political bs littered throughout. I play video games to escape reality and have fun, socio-politics have no place in video games. I’m sorry but go woke go broke."
69,VivaK,"Nov 15, 2020",1,"низкий балл за повесточку, многочисленные баги, скучных антоганистов и персонажей в принципе, и прочую нереалестичность и нелогичность"
70,spiderbox,"Nov 15, 2020",0,"Peter Parker's face is the worst, he looks younger than moral miles and the game is too short, not worth the price you pay ..."
71,TexasJuke,"Nov 15, 2020",0,Very short game. New spider-man is very boring character. Feels like DLC...I dont know why they changed peter parker face...Overall dont buy and support this very bad game.
72,Shaska,"Nov 15, 2020",0,"You changed face of Peter Parker, mth###rs. arrghhhhhhhhhhhhhhhhhhhhhhhhhhh"
73,Next10Years,"Nov 20, 2020",7,"It's nice, i like new effects and costumes, but it's way too short. I was expecting so many more Spider-Man Villains. I can't recommend this on full price, i just can't."
74,Gg666,"Nov 15, 2020",0,Repeat of the original ps4 game with unmemorable characters. And forced diversity just seems too heavy handed.
75,KUNMB11,"Nov 17, 2020",6,"Marvel's Spider-Man: Miles Morales (PS5) (+) Ultimate graphics and a technical showcase for the PS5(+) Spectacular traversal gameplay(+) Amazing and enjoyable combat mechanics (-) Mission linearity doesn't justify the open world(-) Predictable and seemingly rushed narrative due to too many characters placed within a short timeframe(-) Nothing innovative, rather a decent entry into a new generation of console (3/5) - Above Average - Recommended at $29.99"
76,tinoquinho,"Nov 16, 2020",8,"the story of the game is very good, the characters are very well explored, the boss fight is very cool, the costumes are very beautiful (with the exception of one).  i had only a few problems of frame ratting at the end and sometimes it took time to render some things. the only problems for me were, the plot twist of the villain was very obvious and the game is too short, so maybe it is not very nice to catch the game for 60 dollars (250 reais). that's my criticism of the game."
77,leftthematrix,"Nov 17, 2020",1,"Not only is this game short, it's a marxist paradise with SJW and racial subjects brought up the entire time. Also, can we point out that this ""new spiderman"" refuses to work with the NYPD? What the **** This is what were teaching our kids now? PARENTS DO NOT LET YOUR CHILDREN PLAY THIS GAME."
78,TurboChards,"Nov 15, 2020",3,"For such a hyped title, and a perceived game that should be better than its predecessor, the hype was not worth the wait.  I completed the campaign on “Amazing” difficulty, 3rd highest, in 4hrs 31min and I wasn’t even rushing.  This game did not innovate, and truly seems like it was a copy and paste.  This game proved to be correctly labeled as DLC by the non-fanboys.The game runs decent on the PS5 outside of the numerous obvious frame rate drops and pop in.  I tested this on my PS4 Pro and it looked only slightly different than the PS5 version.  The “Ray tracing” that is being touted by the fanboy community is underwhelming.  Projection on buildings is of low resolution.  Overall this is a very over-hyped, over-priced dlc!"
79,mmarkk3,"Jan 24, 2021",8,"Only major gripe is that it's much shorter in length than its predecessor (Spider-Man PS4), but that said, this game is a marvel, no pun intended, and very well executed. It's a must have for PS5 owners! Great characters, great story, great visuals, and most importantly, great fun gameplay!"
80,Iamyourdad,"Nov 15, 2020",5,"I paid 60 bucks for a game that i completed in 8 hours. I think the game is good. Great gameplay but pretty mediocre story. Instead Peter looking like an actual adult like he did before, He looks like he is in pre school now wtf.Not a bad game but i was pretty disappointed when i completed it."
81,BadlyReviews,"Nov 16, 2020",8,"I loved this game. Although, the enemies were a bit boring considering we fought 2 of them in the last game (Roxxon, sort of and criminals) The boss fights were fun even though by the end of the game, if you played the first game you've fought Rhino 3 times. The end game, in short, is boring, there is not nearly enough things to do after the campaign, I hope the DLC improves on this issue.  It feels like Insomniac didn't put much effort into this game, in the first game there was over 40 suits, there is only 19 in Miles Morales, but good to them for giving the touchpad a use other than a map! Keep in mind anyone reading this, i played this game on the PS4, I cannot say anything about the PS5 version without playing it. I loved the abilities of Miles (Invisibility and Venom Power) giving me the fact you don't have to do boring MJ stealth missions."
82,fairpricing,"Nov 30, 2020",0,Videogame publishers don't deserve 70 dollars just because they decided they want it.
83,Davel33123,"Nov 18, 2020",10,Mind blowing start to next gen .Don't listen to the salty Xbox fanboy review bombers ... buy it and support great developers !
84,Diemurk,"Nov 23, 2020",0,"Good graphics and....nothing more.Same gameplay, but with more **** dialogues and characters,also main antagonist so poor.Very cringe main story,imo only for kids."
85,PeinLankaster,"Nov 22, 2020",0,"Пошли нахер со своей убогой новой рожей Паркера, Суки."
86,LaserX123,"Nov 19, 2020",0,"Ok, since my friend owns PS5 and Miles Morales game (reason why he baught PS5) i decided to try it and see if anything is different. I own PS4 and i owned MM game, which i refunded, and there's slightly difference but the game is same. Its same lenght, i beat it in 7-8 hours, very short for 60 euros and if you compare it to OG Spider Man from 2018 the game was 15 hours long. Boss fights. The only time when i enjoyed boss fights was against Prowler and Thinkerer, everything else was boring. Rhino, after Rhino after Rhino, what a letdown. The game itself is extremly buggy, most bugs that i encountered was when Miles becomes object ( fence, cloud etc.). What's else? They shanged Peter's face and not for good. I expected that before final launch Peter will look better, older according to his age 24, instead he looks like a kid from a Remaster to MM game. And devs promised and advertised that face will look good. There is one scene in particular. When DockOck shows his mechanichal arms old face model showed some emotion of excitement and wory, it had some expression. New face model have no such emotion or expression. He's constantly smiling. Speaking of Remaster you can't review it or give it a score anywhere cause devs won't let you. What a scummy move. So basicaly they don't give you and option to review it so i did it here. Guess they're affraid that ''hateful minority'' ( James Stevenson words) will how them what they think. Is there anything else you might ask? Well there is. The game is full of political propaganda, like BLM. I don't have anything against black people and i believe that ALL LIVES MATTER. But hey that's Sony, always destroying what it touches. Anyway, i don't recommend this game. It's to short, buy it only at discount if you get any."
87,P4sch0a,"Nov 16, 2020",5,"Perfect but the developer dont want to hear the feedback of the fans,70% didnt liked the new face wich the performance supposed to be better but is worse than the original,james setevenson said tha MINORITY want the change,what a shame"
88,JoeKane,"Nov 16, 2020",7,"Spider-Man Miles Morales is a fun experience but compared to the first Spider-Man game, I find Miles Morales lacks in some spots. First of all the game looks amazing (and I played it on ps4) its the same map as the first game but with snow everywhere and it feels really good to be swinging around New York City as Spider-Man again. The game has an interesting story and the characters are likable, but I find that even though it has the same map as the first one, I find there's not a whole lot of things to do. Like the first game, you can do small things around the map like enemy bases and finding items on the side of buildings, but it feels more like a boring chore than a fun challenge. I think the game should be longer and feature more enemies especially with the same amount of space as the first game. the game only focuses on one villain whereas in the first game you faced off against many classic Spider-Man bad guys. Also, I'm not gonna get into spoiler teritory but I find the ending is just a repeat of the first games ending. Overall I find Miles Morales is a good game in many ways but I just really wish they could have done more with the game by making me want to do more in the game."
89,Ruabadfsh2,"Dec 13, 2020",10,"Fantastic! While this game is not as long as the original game, i think it delivers a better, more concise package. Looks great and plays even better. Highly recommended."
